list,Direction,Stop Name,Latitude,Longitude,Name-en-normalized,UID,map link
brts stops,Down,Dhayareshwar Mandir,18.442297,73.812738,Dhayareshwar Mandir,,http://maps.google.com/?q=loc:18.442297,73.812738
brts stops,UP,Dhayari Maruti Mandir,18.442561,73.809882,Dhayari Maruti Mandir,,http://maps.google.com/?q=loc:18.442561,73.809882
brts stops,Down,Dhayari Maruti Mandir,18.442561,73.809882,Dhayari Maruti Mandir,,http://maps.google.com/?q=loc:18.442561,73.809882
brts stops,UP,Dhayari Phata,18.461356,73.813114,Dhayari Phata,,http://maps.google.com/?q=loc:18.461356,73.813114
brts stops,Down,Dhayari Phata,18.460649,73.812741,Dhayari Phata,,http://maps.google.com/?q=loc:18.460649,73.812741
brts stops,UP,Dhayarigaon,18.447788,73.810327,Dhayarigaon,,http://maps.google.com/?q=loc:18.447788,73.810327
brts stops,Down,Dhayarigaon,18.447547,73.810356,Dhayarigaon,,http://maps.google.com/?q=loc:18.447547,73.810356
brts stops,UP,Dias Plot,18.495966,73.869191,Dias Plot,,http://maps.google.com/?q=loc:18.495966,73.869191
brts stops,Down,Dias Plot,18.495966,73.869191,Dias Plot,,http://maps.google.com/?q=loc:18.495966,73.869191
brts stops,UP,Dighi,18.613673,73.87285,Dighi,,http://maps.google.com/?q=loc:18.613673,73.87285
brts stops,Down,Dighi,18.612773,73.872958,Dighi,,http://maps.google.com/?q=loc:18.612773,73.872958
brts stops,UP,Dnyanesh Society,18.477935,73.797953,Dnyanesh Society,,http://maps.google.com/?q=loc:18.4779350000003,73.7979530000001
brts stops,Down,Dnyanesh Society,18.47793,73.798232,Dnyanesh Society,,http://maps.google.com/?q=loc:18.4779299999999,73.7982319999999
brts stops,UP,Dnyaneshwar Society,18.481596,73.850008,Dnyaneshwar Society,,http://maps.google.com/?q=loc:18.481596,73.850008
brts stops,Down,Dnyaneshwar Society,18.482611,73.849829,Dnyaneshwar Society,,http://maps.google.com/?q=loc:18.482611,73.849829
brts stops,UP,Doodh Kendra,18.552549,73.878336,Doodh Kendra,,http://maps.google.com/?q=loc:18.552549,73.878336
brts stops,Down,Doodh Kendra,18.552549,73.878336,Doodh Kendra,,http://maps.google.com/?q=loc:18.552549,73.878336
brts stops,UP,Draupada Mangal Karyalay,18.59851,73.742985,Draupada Mangal Karyalay,,http://maps.google.com/?q=loc:18.59851,73.742985
brts stops,UP,Durvankarnagar,18.625669,73.861796,Durvankarnagar,,http://maps.google.com/?q=loc:18.625669,73.861796
brts stops,Down,Durvankarnagar,18.625771,73.862036,Durvankarnagar,,http://maps.google.com/?q=loc:18.625771,73.862036
brts stops,Down,E Square,18.534976,73.83661,E Square,,http://maps.google.com/?q=loc:18.534976,73.83661
brts stops,UP,Electronic Sadan,18.623019,73.838574,Electronic Sadan,,http://maps.google.com/?q=loc:18.623019,73.838574
brts stops,Down,Electronic Sadan,18.622951,73.838535,Electronic Sadan,,http://maps.google.com/?q=loc:18.6229510000002,73.8385349999998
brts stops,UP,Elpro Company,18.63091,73.783026,Elpro Company,,http://maps.google.com/?q=loc:18.63091,73.783026
brts stops,Down,Elpro Company,18.632447,73.785068,Elpro Company,,http://maps.google.com/?q=loc:18.632447,73.785068
brts stops,UP,Emcure,18.595727,73.712464,EmCure,,http://maps.google.com/?q=loc:18.595727,73.712464
brts stops,Down,Emcure,18.59603,73.712839,EmCure,,http://maps.google.com/?q=loc:18.59603,73.712839
brts stops,UP,Empire Estate,18.634892,73.798157,Empire Estate,,http://maps.google.com/?q=loc:18.634892,73.798157
brts stops,Down,Empire Estate,18.635373,73.798232,Empire Estate,,http://maps.google.com/?q=loc:18.635373,73.798232
brts stops,UP,Employment Office,18.520088,73.870078,Employment Office,,http://maps.google.com/?q=loc:18.520088,73.870078
brts stops,Down,Employment Office,18.519996,73.86993,Employment Office,,http://maps.google.com/?q=loc:18.519996,73.86993
brts stops,UP,Enfield Company,18.678515,74.109304,Enfield Company,,http://maps.google.com/?q=loc:18.678515,74.109304
brts stops,Down,Enfield Company,18.678515,74.109304,Enfield Company,,http://maps.google.com/?q=loc:18.678515,74.109304
brts stops,UP,Engineering College,18.529403,73.858528,Engineering College,,http://maps.google.com/?q=loc:18.529403,73.858528
brts stops,Down,Engineering College,18.529569,73.85857,Engineering College,,http://maps.google.com/?q=loc:18.529569,73.85857
brts stops,UP,Factory Road,18.564904,73.850456,Factory Road,,http://maps.google.com/?q=loc:18.5649040000003,73.8504560000001
brts stops,Down,Factory Road,18.564871,73.850433,Factory Road,,http://maps.google.com/?q=loc:18.5648709999999,73.850433
brts stops,UP,Fatimanagar,18.506393,73.901918,Fatimanagar,,http://maps.google.com/?q=loc:18.506393,73.901918
brts stops,Down,Fatimanagar,18.506704,73.899748,Fatimanagar,,http://maps.google.com/?q=loc:18.506704,73.899748
brts stops,UP,Fergusson College,18.522937,73.840956,Fergusson College,,http://maps.google.com/?q=loc:18.522937,73.840956
brts stops,UP,Film Institute,18.512187,73.828964,Film Institute,,http://maps.google.com/?q=loc:18.5121869999999,73.8289640000001
brts stops,Down,Film Institute,18.513135,73.828709,Film Institute,,http://maps.google.com/?q=loc:18.513135,73.828709
brts stops,UP,Finolex,18.630705,73.802172,Finolex,,http://maps.google.com/?q=loc:18.6307049999997,73.8021720000002
brts stops,Down,Finolex,18.630483,73.801762,Finolex,,http://maps.google.com/?q=loc:18.6304830000002,73.8017620000004
brts stops,UP,Fun Time,18.468676,73.819436,Fun Time,,http://maps.google.com/?q=loc:18.468676,73.819436
brts stops,Down,Fun Time,18.469005,73.819846,Fun Time,,http://maps.google.com/?q=loc:18.469005,73.819846
brts stops,UP,Gadevasti,18.597105,74.003084,Gadevasti,,http://maps.google.com/?q=loc:18.597105,74.003084
brts stops,Down,Gadevasti,18.597105,74.003084,Gadevasti,,http://maps.google.com/?q=loc:18.597105,74.003084
brts stops,Down,Gadikhana,18.512214,73.8577,Gadikhana,,http://maps.google.com/?q=loc:18.512214,73.8577
brts stops,UP,Gadital,18.527152,73.864217,Gadital,,http://maps.google.com/?q=loc:18.527152,73.864217
brts stops,Down,Gadital,18.527027,73.864834,Gadital,,http://maps.google.com/?q=loc:18.527027,73.864834
brts stops,UP,Gajanan Maharaj Mandir Alandi Road,18.631922,73.872697,Gajanan Maharaj Mandir Alandi Road,,http://maps.google.com/?q=loc:18.631922,73.872697
brts stops,Down,Gajanan Maharaj Mandir Alandi Road,18.632102,73.872929,Gajanan Maharaj Mandir Alandi Road,,http://maps.google.com/?q=loc:18.632102,73.872929
brts stops,UP,Galinde Path,18.4846528,73.8104976,Galinde Path,,http://maps.google.com/?q=loc:18.4846528,73.8104976
brts stops,Down,Galinde Path,18.4846528,73.8104976,Galinde Path,,http://maps.google.com/?q=loc:18.4846528,73.8104976
brts stops,UP,Gananjay Society,18.500157,73.804807,Gananjay Society,,http://maps.google.com/?q=loc:18.500157,73.804807
brts stops,Down,Gananjay Society,18.500167,73.804769,Gananjay Society,,http://maps.google.com/?q=loc:18.500167,73.804769
brts stops,UP,Gandhi Acid Company,18.57388908,73.88830295,Gandhi Acid Company,,http://maps.google.com/?q=loc:18.57388908,73.8883029500002
brts stops,Down,Gandhi Acid Company,18.573801,73.888143,Gandhi Acid Company,,http://maps.google.com/?q=loc:18.573801,73.888143
brts stops,UP,Gandhi Bhavan Phata,18.495867,73.813289,Gandhi Bhavan Phata,,http://maps.google.com/?q=loc:18.4958669999999,73.8132889999996
brts stops,Down,Gandhi Bhavan Phata,18.495108,73.813418,Gandhi Bhavan Phata,,http://maps.google.com/?q=loc:18.4951079999997,73.8134180000004
brts stops,UP,Ganesh Mala,18.495082,73.837032,Ganesh Mala,,http://maps.google.com/?q=loc:18.495082,73.837032
brts stops,UP,Ganeshmala,18.495082,73.837032,Ganesh Mala,,http://maps.google.com/?q=loc:18.495082,73.837032
brts stops,Down,Ganeshmala,18.495547,73.837802,Ganesh Mala,,http://maps.google.com/?q=loc:18.495547,73.837802
brts stops,UP,Ganesh Mandir Pimple Gaurav,18.599879,73.792971,Ganesh Mandir Pimple Gaurav,,http://maps.google.com/?q=loc:18.5998789999995,73.7929709999998
brts stops,Down,Ganesh Mandir Pimple Gaurav,18.599879,73.792971,Ganesh Mandir Pimple Gaurav,,http://maps.google.com/?q=loc:18.5998789999995,73.7929709999998
brts stops,UP,Ganesh Mandir Rahatani,18.599805,73.793019,Ganesh Mandir Rahatani,,http://maps.google.com/?q=loc:18.599805,73.793019
brts stops,Down,Ganesh Mandir Rahatani,18.599879,73.792971,Ganesh Mandir Rahatani,,http://maps.google.com/?q=loc:18.5998789999995,73.7929709999998
brts stops,UP,Ganesh Park,18.475343,73.822512,Ganesh Park,,http://maps.google.com/?q=loc:18.475343,73.822512
brts stops,Down,Ganesh Park,18.475765,73.822838,Ganesh Park,,http://maps.google.com/?q=loc:18.475765,73.822838
brts stops,UP,Ganeshnagar,18.450584,73.810979,Ganeshnagar,,http://maps.google.com/?q=loc:18.450584,73.810979
brts stops,Down,Ganeshnagar,18.450525,73.811049,Ganeshnagar,,http://maps.google.com/?q=loc:18.450525,73.811049
brts stops,UP,Ganeshnagar Alandi Road,18.597641,73.873345,Ganeshnagar Alandi Road,,http://maps.google.com/?q=loc:18.597641,73.873345
brts stops,Down,Ganeshnagar Alandi Road,18.597641,73.873345,Ganeshnagar Alandi Road,,http://maps.google.com/?q=loc:18.597641,73.873345
brts stops,UP,Ganeshnagar Anand Park,18.555017,73.928434,Ganeshnagar Anand Park,,http://maps.google.com/?q=loc:18.555017,73.928434
brts stops,Down,Ganeshnagar Anand Park,18.555017,73.928434,Ganeshnagar Anand Park,,http://maps.google.com/?q=loc:18.555017,73.928434
brts stops,UP,Ganeshnagar Dange Chowk,18.612692,73.762715,Ganeshnagar Dange Chowk,,http://maps.google.com/?q=loc:18.6126919999996,73.7627150000004
brts stops,Down,Ganeshnagar Dange Chowk,18.612834,73.762511,Ganeshnagar Dange Chowk,,http://maps.google.com/?q=loc:18.6128339999999,73.7625109999997
brts stops,UP,Ganeshnagar Dhayari,18.450584,73.810979,Ganeshnagar Dhayari,,http://maps.google.com/?q=loc:18.450584,73.810979
brts stops,Down,Ganeshnagar Dhayari,18.450525,73.811049,Ganeshnagar Dhayari,,http://maps.google.com/?q=loc:18.450525,73.811049
brts stops,UP,Ganeshnagar Telco Road,18.634334,73.828543,Ganeshnagar Telco Road,,http://maps.google.com/?q=loc:18.6343339999997,73.8285430000002
brts stops,Down,Ganeshnagar Telco Road,18.634328,73.828278,Ganeshnagar Telco Road,,http://maps.google.com/?q=loc:18.6343280000002,73.8282779999998
brts stops,UP,Ganganagar,18.48754,73.951839,Ganganagar,,http://maps.google.com/?q=loc:18.48754,73.951839
brts stops,Down,Ganganagar,18.486572,73.952622,Ganganagar,,http://maps.google.com/?q=loc:18.486572,73.952622
brts stops,UP,Gangapuram Mhada,18.567714,73.910939,Gangapuram Mhada,,http://maps.google.com/?q=loc:18.567714,73.910939
brts stops,Down,Gangapuram Mhada,18.567714,73.910939,Gangapuram Mhada,,http://maps.google.com/?q=loc:18.567714,73.910939
brts stops,Down,Ganpati Chowk Laxmi Road,18.514957,73.854801,Ganpati Chowk Laxmi Road,,http://maps.google.com/?q=loc:18.514957,73.854801
brts stops,UP,Garmal,18.457268,73.811732,Garmal,,http://maps.google.com/?q=loc:18.457268,73.811732
brts stops,Down,Garmal,18.45744,73.811808,Garmal,,http://maps.google.com/?q=loc:18.45744,73.811808
brts stops,UP,Garware college,18.512377,73.838648,Garware College,,http://maps.google.com/?q=loc:18.5123769999999,73.8386480000001
brts stops,Down,Garware college,18.512053,73.838262,Garware College,,http://maps.google.com/?q=loc:18.512053,73.8382619999996
brts stops,UP,Gavli Matha,18.637065,73.825797,Gavali Matha,,http://maps.google.com/?q=loc:18.637065,73.825797
brts stops,Down,Gavli Matha,18.637073,73.826009,Gavali Matha,,http://maps.google.com/?q=loc:18.637073,73.826009
brts stops,UP,Gavhanevasti Bhosari,18.620465,73.849228,Gavhanevasti Bhosari,,http://maps.google.com/?q=loc:18.620465,73.849228
brts stops,Down,Geometric,18.593441,73.73245,Geometric,,http://maps.google.com/?q=loc:18.593441,73.73245
brts stops,UP,Gharkul Corner,18.665805,73.805652,Gharkul Corner,,http://maps.google.com/?q=loc:18.665805,73.805652
brts stops,Down,Gharkul Corner,18.665655,73.805891,Gharkul Corner,,http://maps.google.com/?q=loc:18.665655,73.805891
brts stops,UP,Gharkul Vasahat Chikhali,18.669097,73.806195,Gharkul Vasahat Chikhali,,http://maps.google.com/?q=loc:18.669097,73.806195
brts stops,Down,Gharkul Vasahat Chikhali,18.669547,73.806357,Gharkul Vasahat Chikhali,,http://maps.google.com/?q=loc:18.669547,73.806357
brts stops,UP,Ghorpade Peth,18.500038,73.86487,Ghorpade Peth,,http://maps.google.com/?q=loc:18.500038,73.86487
brts stops,Down,Ghorpade Peth,18.500768,73.864075,Ghorpade Peth,,http://maps.google.com/?q=loc:18.500768,73.864075
brts stops,Down,Ghorpadi Peth,18.500768,73.864075,Ghorpade Peth,,http://maps.google.com/?q=loc:18.500768,73.864075
brts stops,UP,Giridhar Bhavan,18.492908,73.868842,Giridhar Bhavan,,http://maps.google.com/?q=loc:18.492908,73.868842
brts stops,Down,Girls School,18.516258,73.850995,Girls School,,http://maps.google.com/?q=loc:18.516258,73.850995
brts stops,UP,Godown Talegaon Dhamdhere,18.665761,74.15372,Godown Talegaon Dhamdhere,,http://maps.google.com/?q=loc:18.665761,74.15372
brts stops,Down,Godown Talegaon Dhamdhere,18.665761,74.15372,Godown Talegaon Dhamdhere,,http://maps.google.com/?q=loc:18.665761,74.15372
brts stops,UP,Godown Talera,18.576234,73.964218,Godown Talera,,http://maps.google.com/?q=loc:18.576234,73.964218
brts stops,Down,Godown Talera,18.576077,73.963982,Godown Talera,,http://maps.google.com/?q=loc:18.576077,73.963982
brts stops,Down,Gokhale Hall,18.514288,73.851612,Gokhale Hall,,http://maps.google.com/?q=loc:18.514288,73.851612
brts stops,Down,Gokul Bhavan,18.501725,73.858564,Gokul Bhavan,,http://maps.google.com/?q=loc:18.501725,73.858564
brts stops,UP,Gol Market Aundh Road,18.5511,73.821632,Gol Market Aundh Road,,http://maps.google.com/?q=loc:18.5511,73.821632
brts stops,Down,Gol Market Aundh Road,18.551838,73.818967,Gol Market Aundh Road,,http://maps.google.com/?q=loc:18.551838,73.818967
brts stops,UP,Golibar Maidan,18.502524,73.877153,Golibar Maidan,,http://maps.google.com/?q=loc:18.502524,73.877153
brts stops,Down,Golibar Maidan,18.502116,73.875946,Golibar Maidan,,http://maps.google.com/?q=loc:18.502116,73.875946
brts stops,UP,Gondhalenagar,18.493831,73.946983,Gondhalenagar,,http://maps.google.com/?q=loc:18.493831,73.946983
brts stops,Down,Gondhalenagar,18.494793,73.94599,Gondhalenagar,,http://maps.google.com/?q=loc:18.494793,73.94599
brts stops,UP,Goodluck Chowk,18.518744,73.841398,Goodluck Chowk,,http://maps.google.com/?q=loc:18.518744,73.841398
brts stops,UP,Govind Yashada Chowk,18.596773,73.802083,Govind Yashada Chowk,,http://maps.google.com/?q=loc:18.596773,73.802083
brts stops,Down,Govind Yashada Chowk,18.597068,73.802292,Govind Yashada Chowk,,http://maps.google.com/?q=loc:18.597068,73.802292
brts stops,UP,GPO,18.523591,73.875318,GPO,,http://maps.google.com/?q=loc:18.523591,73.875318
brts stops,Down,GPO,18.523591,73.875318,GPO,,http://maps.google.com/?q=loc:18.523591,73.875318
brts stops,UP,Green Oaks Company,18.564704,73.918117,Green Oaks Company,,http://maps.google.com/?q=loc:18.564704,73.918117
brts stops,Down,Green Oaks Company,18.564574,73.918214,Green Oaks Company,,http://maps.google.com/?q=loc:18.564574,73.918214
brts stops,UP,Guardroom,18.568585,73.897294,Guardroom,,http://maps.google.com/?q=loc:18.568585,73.897294
brts stops,Down,Guardroom,18.568319,73.897202,Guardroom,,http://maps.google.com/?q=loc:18.568319,73.897202
brts stops,UP,Gunjan Corner,18.54574,73.8880633,Gunjan Corner,,http://maps.google.com/?q=loc:18.5457400000003,73.8880632999999
brts stops,Down,Gunjan Corner,18.545703,73.888103,Gunjan Corner,,http://maps.google.com/?q=loc:18.5457030000003,73.888103
brts stops,UP,Gupta Steel,18.662625,74.091272,Gupta Steel,,http://maps.google.com/?q=loc:18.662625,74.091272
brts stops,Down,Gupta Steel,18.662625,74.091272,Gupta Steel,,http://maps.google.com/?q=loc:18.662625,74.091272
brts stops,UP,Guru Ganeshnagar,18.503028,73.799295,Guru Ganeshnagar,,http://maps.google.com/?q=loc:18.5030279999996,73.7992949999999
brts stops,Down,Guru Ganeshnagar,18.50294,73.79942,Guru Ganeshnagar,,http://maps.google.com/?q=loc:18.5029399999999,73.7994199999995
brts stops,UP,Guruprasad Bungalow,18.536776,73.880954,Guruprasad Bungalow,,http://maps.google.com/?q=loc:18.5367760000001,73.8809539999997
brts stops,UP,HA,18.620768,73.81072,HA,,http://maps.google.com/?q=loc:18.6207680000003,73.8107199999996
brts stops,Down,HA,18.620791,73.810084,HA,,http://maps.google.com/?q=loc:18.6207910000002,73.8100839999999
brts stops,UP,Hadapsar Gadital,18.50023,73.938658,Hadapsar Gadital,,http://maps.google.com/?q=loc:18.50023,73.938658
brts stops,Down,Hadapsar Gadital,18.500881,73.938931,Hadapsar Gadital,,http://maps.google.com/?q=loc:18.500881,73.938931
brts stops,UP,Hadapsargaon,18.50153,73.930777,Hadapsargaon,,http://maps.google.com/?q=loc:18.50153,73.930777
brts stops,Down,Hadapsargaon,18.501774,73.933137,Hadapsargaon,,http://maps.google.com/?q=loc:18.501774,73.933137
brts stops,UP,HDFC,18.65455,73.803215,HDFC,,http://maps.google.com/?q=loc:18.65455,73.803215
brts stops,Down,HDFC,18.65464,73.803403,HDFC,,http://maps.google.com/?q=loc:18.65464,73.803403
brts stops,UP,Hingane,18.481473,73.825964,Hingne,,http://maps.google.com/?q=loc:18.481473,73.825964
brts stops,UP,Hingne,18.481473,73.825964,Hingne,,http://maps.google.com/?q=loc:18.481473,73.825964
brts stops,Down,Hingane,18.480242,73.825336,Hingne,,http://maps.google.com/?q=loc:18.480242,73.825336
brts stops,Down,Hingne,18.480242,73.825336,Hingne,,http://maps.google.com/?q=loc:18.480242,73.825336
brts stops,UP,Hinjawadi Jakat Naka,18.59082,73.746846,Hinjawadi Jakat Naka,,http://maps.google.com/?q=loc:18.5908200000002,73.746846
brts stops,Down,Hinjawadi Jakat Naka,18.590977,73.746943,Hinjawadi Jakat Naka,,http://maps.google.com/?q=loc:18.5909769999996,73.7469429999999
brts stops,UP,Hinjawadi Maan Phase 3,18.576539,73.688389,Hinjawadi Maan Phase 3,,http://maps.google.com/?q=loc:18.576539,73.688389
brts stops,Down,Hinjawadi Maan Phase 3,18.576553,73.688178,Hinjawadi Maan Phase 3,,http://maps.google.com/?q=loc:18.576553,73.688178
brts stops,UP,Hinjawadigaon,18.59168,73.739043,Hinjawadigaon,,http://maps.google.com/?q=loc:18.59168,73.739043
brts stops,Down,Hinjawadigaon,18.591702,73.739,Hinjawadigaon,,http://maps.google.com/?q=loc:18.591702,73.739
brts stops,UP,Hirabaug,18.50435,73.8548,Hirabaug,,http://maps.google.com/?q=loc:18.50435,73.8548
brts stops,UP,Holkar Pul Corner,18.552882,73.864516,Holkar Pul Corner,,http://maps.google.com/?q=loc:18.552882,73.864516
brts stops,Down,Holkar Pul Corner,18.552622,73.865206,Holkar Pul Corner,,http://maps.google.com/?q=loc:18.5526220000001,73.8652060000004
brts stops,UP,Holkar water works,18.557016,73.858665,Holkar water works,,http://maps.google.com/?q=loc:18.557016,73.858665
brts stops,Down,Holkar water works,18.55669,73.859787,Holkar water works,,http://maps.google.com/?q=loc:18.55669,73.859787
brts stops,UP,Homegaurd,18.55611,73.875129,Homegaurd,,http://maps.google.com/?q=loc:18.5561099999999,73.8751289999996
brts stops,Down,Homegaurd,18.55611,73.875129,Homegaurd,,http://maps.google.com/?q=loc:18.5561099999999,73.8751289999996
brts stops,UP,IBM,18.489303,73.950519,IBM,,http://maps.google.com/?q=loc:18.489303,73.950519
brts stops,Down,IBM,18.489437,73.950599,IBM,,http://maps.google.com/?q=loc:18.489437,73.950599
brts stops,UP,Ideal Colony,18.510772,73.818573,Ideal Colony,,http://maps.google.com/?q=loc:18.510772,73.818573
brts stops,Down,Ideal Colony,18.510252,73.817509,Ideal Colony,,http://maps.google.com/?q=loc:18.510252,73.817509
brts stops,Down,Incometax Office,18.525427,73.876599,Income Tax Office,,http://maps.google.com/?q=loc:18.525427,73.876599
brts stops,Down,Incometax Office,18.525427,73.876599,Income Tax Office,,http://maps.google.com/?q=loc:18.525427,73.876599
brts stops,UP,Indian Card,18.616598,73.813633,Indian Card,,http://maps.google.com/?q=loc:18.616598,73.813633
brts stops,Down,Indian Card,18.615937,73.814825,Indian Card,,http://maps.google.com/?q=loc:18.615937,73.814825
brts stops,UP,Indian Hume Pipe,18.470432,73.82037,Indian Hume Pipe,,http://maps.google.com/?q=loc:18.470432,73.82037
brts stops,Down,Indian Hume Pipe,18.470329,73.820517,Indian Hume Pipe,,http://maps.google.com/?q=loc:18.470329,73.820517
brts stops,UP,Indiranagar,18.641185,73.783027,Indiranagar,,http://maps.google.com/?q=loc:18.641185,73.783027
brts stops,Down,Indiranagar,18.641187,73.783319,Indiranagar,,http://maps.google.com/?q=loc:18.641187,73.783319
brts stops,UP,Indrayaninagar Corner,18.629477,73.832726,Indrayaninagar Corner,,http://maps.google.com/?q=loc:18.629477,73.832726
brts stops,Down,Indrayaninagar Corner,18.629477,73.832726,Indrayaninagar Corner,,http://maps.google.com/?q=loc:18.629477,73.832726
brts stops,UP,Infosys Phase 1,18.58637,73.733315,Infosys Phase 1,,http://maps.google.com/?q=loc:18.58637,73.733315
brts stops,Down,InfosysPhase 1,18.586352,73.733913,Infosys Phase 1,,http://maps.google.com/?q=loc:18.586352,73.733913
brts stops,UP,Infosys Phase 2,18.593536,73.708345,Infosys Phase 2,,http://maps.google.com/?q=loc:18.5935359999998,73.7083450000003
brts stops,Down,InfosysPhase 2,18.593475,73.707658,Infosys Phase 2,,http://maps.google.com/?q=loc:18.5934750000002,73.707658
brts stops,UP,IT Tower,18.550078,73.939628,IT Tower,,http://maps.google.com/?q=loc:18.550078,73.939628
brts stops,Down,IT Tower,18.549865,73.94029,IT Tower,,http://maps.google.com/?q=loc:18.549865,73.94029
brts stops,UP,ITI Talegaon Dhamdhere,18.670997,74.14648,ITI Talegaon Dhamdhere,,http://maps.google.com/?q=loc:18.670997,74.14648
brts stops,Down,ITI Talegaon Dhamdhere,18.670997,74.14648,ITI Talegaon Dhamdhere,,http://maps.google.com/?q=loc:18.670997,74.14648
brts stops,UP,Jadhavvasti,18.59205,74.00307,Jadhavvasti,,http://maps.google.com/?q=loc:18.59205,74.00307
brts stops,Down,Jadhavvasti,18.59205,74.00307,Jadhavvasti,,http://maps.google.com/?q=loc:18.59205,74.00307
brts stops,UP,Jagtap Dairy,18.593295,73.784213,Jagtap Dairy,,http://maps.google.com/?q=loc:18.5932950000001,73.7842130000001
brts stops,Down,Jagtap Dairy,18.593459,73.784509,Jagtap Dairy,,http://maps.google.com/?q=loc:18.5934589999999,73.7845090000003
brts stops,UP,Jagtap Dairy Lonikand,18.6158608,74.0192332,Jagtap Dairy Lonikand,,http://maps.google.com/?q=loc:18.6158608,74.0192332
brts stops,Down,Jagtap Dairy Lonikand,18.6158608,74.0192332,Jagtap Dairy Lonikand,,http://maps.google.com/?q=loc:18.6158608,74.0192332
brts stops,UP,Jagtapvasti,18.630682,74.03924,Jagtapvasti,,http://maps.google.com/?q=loc:18.630682,74.03924
brts stops,Down,Jagtapvasti,18.630682,74.03924,Jagtapvasti,,http://maps.google.com/?q=loc:18.630682,74.03924
brts stops,UP,Jai Bhavaninagar,18.509517,73.812489,Jai Bhavaninagar,,http://maps.google.com/?q=loc:18.509517,73.812489
brts stops,Down,Jai Bhavaninagar,18.508503,73.81067,Jai Bhavaninagar,,http://maps.google.com/?q=loc:18.508503,73.81067
brts stops,UP,Jai Ganesh Vision,18.648542,73.785029,Jai Ganesh Vision,,http://maps.google.com/?q=loc:18.648542,73.785029
brts stops,Down,Jai Ganesh Vision,18.647632,73.785088,Jai Ganesh Vision,,http://maps.google.com/?q=loc:18.647632,73.785088
brts stops,UP,Jaidevnagar,18.48944,73.830992,Jaidevnagar,,http://maps.google.com/?q=loc:18.48944,73.830992
brts stops,Down,Jaidevnagar,18.488766,73.830231,Jaidevnagar,,http://maps.google.com/?q=loc:18.488766,73.830231
brts stops,UP,Jakatevasti,18.688382,74.126058,Jakatevasti,,http://maps.google.com/?q=loc:18.688382,74.126058
brts stops,Down,Jakatevasti,18.688382,74.126058,Jakatevasti,,http://maps.google.com/?q=loc:18.688382,74.126058
brts stops,UP,Janakbaba Darga,18.56552833,73.94392333,Janakbaba Darga,,http://maps.google.com/?q=loc:18.5655283332998,73.9439233333
brts stops,Down,Janakbaba Darga,18.565467,73.94408,Janakbaba Darga,,http://maps.google.com/?q=loc:18.5654670000001,73.9440800000003
brts stops,UP,Javalkarnagar,18.60009791,73.81315527,Javalkarnagar,,http://maps.google.com/?q=loc:18.6000979099997,73.8131552699996
brts stops,Down,Javalkarnagar,18.60020506,73.81313705,Javalkarnagar,,http://maps.google.com/?q=loc:18.6002050599997,73.8131370499998
brts stops,UP,Jayashree Talkies,18.64196,73.79202,Jayshree Talkies,,http://maps.google.com/?q=loc:18.64196,73.79202
brts stops,Down,Jayashree Talkies,18.6419117,73.7926867,Jayshree Talkies,,http://maps.google.com/?q=loc:18.6419117,73.7926867
brts stops,Down,Jahangir Hospital,18.532523,73.877463,Jehangir Hospital,,http://maps.google.com/?q=loc:18.532523,73.877463
brts stops,UP,Jijamatabaug,18.518821,73.858364,Jijamatabaug,,http://maps.google.com/?q=loc:18.518821,73.8583640000004
brts stops,Down,Jijamatabaug,18.518609,73.856971,Jijamatabaug,,http://maps.google.com/?q=loc:18.518609,73.856971
brts stops,Down,Jilha Parishad,18.523333,73.869069,Jilha Parishad,,http://maps.google.com/?q=loc:18.523333,73.869069
brts stops,UP,Jilha Parishad Bank,18.523072,73.870589,Jilha Parishad Bank,,http://maps.google.com/?q=loc:18.523072,73.870589
brts stops,Down,Jilha Parishad Bank,18.52312,73.870702,Jilha Parishad Bank,,http://maps.google.com/?q=loc:18.52312,73.870702
brts stops,UP,Jog Enggineering,18.544811,73.930828,Jog Enggineering,,http://maps.google.com/?q=loc:18.544811,73.930828
brts stops,Down,Jog Enggineering,18.547792,73.929866,Jog Enggineering,,http://maps.google.com/?q=loc:18.547792,73.929866
brts stops,UP,Juna PulGate,18.508629,73.879463,Juna Pulgate,,http://maps.google.com/?q=loc:18.508629,73.879463
brts stops,Down,Juna Pul Gate,18.507808,73.879415,Juna Pulgate,,http://maps.google.com/?q=loc:18.507808,73.879415
brts stops,UP,Kachara Depot Kothrud,18.507639,73.799208,Kachara Depot Kothrud,,http://maps.google.com/?q=loc:18.507639,73.799208
brts stops,Down,Kachara Depot Kothrud,18.507395,73.799863,Kachara Depot Kothrud,,http://maps.google.com/?q=loc:18.507395,73.799863
brts stops,UP,Kailas Market,18.567976,73.912547,Kailas Market,,http://maps.google.com/?q=loc:18.567976,73.912547
brts stops,Down,Kailas Market,18.567815,73.914777,Kailas Market,,http://maps.google.com/?q=loc:18.567815,73.914777
brts stops,UP,Kala Khadak Vasahat,18.610492,73.759623,Kala Khadak Vasahat,,http://maps.google.com/?q=loc:18.610492,73.759623
brts stops,Down,Kala Khadak Vasahat,18.610465,73.759434,Kala Khadak Vasahat,,http://maps.google.com/?q=loc:18.610465,73.759434
