Sr.,Direction,Stop Name,Name-en-normalized,UID
512,UP,Boratevasti Nasik Road,Boratevasti Nasik Road,
513,DOWN,Boratevasti Nasik Road,Boratevasti Nasik Road,
514,UP,Borkarvasti,Borkarvasti,
515,DOWN,Borkarvasti,Borkarvasti,
516,UP,Bormal,Bormal,
517,DOWN,Bormal,Bormal,
518,UP,Botanical Garden,Botanical Garden,
519,DOWN,Botanical Garden,Botanical Garden,
520,UP,BR Gholap Vidyalay,BR Gholap Vidyalay,
521,DOWN,BR Gholap Vidyalay,BR Gholap Vidyalay,
522,UP,Brahma Chaitanya,Brahma Chaitanya,
523,DOWN,Brahma Chaitanya,Brahma Chaitanya,
524,UP,Bremen Chowk,Bremen Chowk,
525,DOWN,Bremen Chowk,Bremen Chowk,
526,UP,BU Bhandari Showroom,BU Bhandari Showroom,
527,DOWN,BU Bhandari Showroom,BU Bhandari Showroom,
528,UP,Buddha Vihar Dapodi,Buddha Vihar Dapodi,
529,DOWN,Buddha Vihar Dapodi,Buddha Vihar Dapodi,
530,UP,Budhrani Hospital,Budhrani Hospital,
531,DOWN,Budhrani Hospital,Budhrani Hospital,
532,UP,Bundgarden,Bundgarden,
533,DOWN,Bundgarden,Bundgarden,
534,UP,Bungalow Number 105,Bungalow Number 105,
535,DOWN,Bungalow Number 105,Bungalow Number 105,
536,UP,Bungalow Number 116,Bungalow Number 116,
537,DOWN,Bungalow Number 116,Bungalow Number 116,
538,UP,Bungalow Number 158,Bungalow Number 158,
539,DOWN,Bungalow Number 158,Bungalow Number 158,
540,UP,Burkegaon,Burkegaon,
541,DOWN,Burkegaon,Burkegaon,
542,UP,Burma Shell,Burma Shell,
543,DOWN,Burma Shell,Burma Shell,
544,UP,C Prabhag Karyalay,C Prabhag Karyalay,
545,DOWN,C Prabhag Karyalay,C Prabhag Karyalay,
546,UP,Cable Company,Cable Company,
547,DOWN,Cable Company,Cable Company,
548,UP,Canal,Canal,
549,DOWN,Canal,Canal,
550,UP,Canal Corner,Canal Corner,
551,DOWN,Canal Corner,Canal Corner,
552,UP,Canbay Phata,Canbay Phata,
553,DOWN,Canbay Phata,Canbay Phata,
554,UP,Central Restaurant,Central Restaurant,
555,DOWN,Central Restaurant,Central Restaurant,
556,UP,Century Enka Colony,Century Enka Colony,
557,DOWN,CenturyEnka Colony,Century Enka Colony,
558,UP,Century Enka Company,Century Enka Company,
559,DOWN,CenturyEnka Company,Century Enka Company,
560,UP,Chaitanya Sabhagruh,Chaitanya Sabhagruh,
561,DOWN,Chaitanya Sabhagruh,Chaitanya Sabhagruh,
562,UP,Chaitanya Vidyalay,Chaitanya Vidyalay,
563,DOWN,Chaitanya Vidyalay,Chaitanya Vidyalay,
564,UP,Chakan Market Yard,Chakan Market Yard,
565,DOWN,Chakan Market Yard,Chakan Market Yard,
566,UP,Chakan Mhalunge Phata,Chakan Mhalunge Phata,
567,UP,Mhalunge Phata Chakan,Chakan Mhalunge Phata,
568,DOWN,Chakan Mhalunge Phata,Chakan Mhalunge Phata,
569,DOWN,Mhalunge Phata Chakan,Chakan Mhalunge Phata,
570,UP,Chakan Phata,Chakan Phata,
571,DOWN,Chakan Phata,Chakan Phata,
572,UP,Chakan Talegaon Chowk,Chakan Talegaon Chowk,
573,DOWN,Chakan Talegaon Chowk,Chakan Talegaon Chowk,
574,UP,Chakankarmala,Chakankarmala,
575,DOWN,Chakankarmala,Chakankarmala,
576,UP,Chakradhar Shala,Chakradhar Shala,
577,DOWN,Chakradhar Shala,Chakradhar Shala,
578,DOWN,Chandan Sweet Mart,Chandan Sweet Mart,
579,UP,Chandani Chowk,Chandani Chowk,
580,DOWN,Chandani Chowk,Chandani Chowk,
581,UP,Chandannagar,Chandannagar,
582,DOWN,Chandannagar,Chandannagar,
583,UP,Chandkhed,Chandkhed,
584,DOWN,Chandkhed,Chandkhed,
585,UP,Chandramaninagar,Chandramaninagar,
586,DOWN,Chandramaninagar,Chandramaninagar,
587,UP,Chaphekar Chowk,Chaphekar Chowk,
588,DOWN,Chaphekar Chowk,Chaphekar Chowk,
589,UP,Charadhar shala,Charadhar shala,
590,DOWN,Charadhar shala,Charadhar shala,
591,UP,Charholi Phata,Charholi Phata,
592,DOWN,Charholi Phata,Charholi Phata,
593,UP,Charholigaon,Charholigaon,
594,DOWN,Charholigaon,Charholigaon,
595,UP,Chatuhshrungi Paytha,Chatuhshrungi Paytha,
596,DOWN,Chatuhshrungi Paytha,Chatuhshrungi Paytha,
597,UP,Chaudhari Dhaba,Chaudhari Dhaba,
598,DOWN,Chaudhari Dhaba,Chaudhari Dhaba,
599,UP,Chaudharibaug,Chaudharibaug,
600,DOWN,Chaudharibaug,Chaudharibaug,
601,UP,Chaudharivasti Nagar Road,Chaudharivasti Nagar Road,
602,DOWN,Chaudharivasti Nagar Road,Chaudharivasti Nagar Road,
603,UP,Chaudharivasti Solapur Road,Chaudharivasti Solapur Road,
604,DOWN,Chaudharivasti Solapur Road,Chaudharivasti Solapur Road,
605,UP,Chaufula,Chaufula,
606,DOWN,Chaufula,Chaufula,
607,UP,Chavanmala,Chavanmala,
608,DOWN,Chavanmala,Chavanmala,
609,UP,Chavannagar,Chavannagar,
610,DOWN,Chavannagar,Chavannagar,
611,UP,Cheladi Phata,Cheladi Phata,
612,DOWN,Cheladi Phata,Cheladi Phata,
613,UP,Chhajed Petrol Pump,Chhajed Petrol Pump,
614,DOWN,Chhajed Petrol Pump,Chhajed Petrol Pump,
615,UP,Chikhali,Chikhali,
616,DOWN,Chikhali,Chikhali,
617,UP,Childrens School,Childrens School,
618,DOWN,Childrens School,Childrens School,
619,UP,Chillal Masala Company,Chillal Masala Company,
620,DOWN,Chillal Masala Company,Chillal Masala Company,
621,UP,Chimbli Phata,Chimbli Phata,
622,DOWN,Chimbli Phata,Chimbli Phata,
623,UP,Chincholi,Chincholi,
624,DOWN,Chincholi,Chincholi,
625,UP,Chincholi Phata,Chincholi Phata,
626,DOWN,Chincholi Phata,Chincholi Phata,
627,UP,Chinchwad Station,Chinchwad Station,
628,DOWN,Chinchwad Station,Chinchwad Station,
629,UP,Chinchwade Farm,Chinchwade Farm,
630,DOWN,Chinchwade Farm,Chinchwade Farm,
631,UP,Chinchwadenagar Corner,Chinchwadenagar Corner,
632,DOWN,Chinchwadenagar Corner,Chinchwadenagar Corner,
633,UP,Chinchwadgaon,Chinchwadgaon,
634,DOWN,Chinchwadgaon,Chinchwadgaon,
635,UP,Chintamani Dnyanpith,Chintamani Dnyanpith,
636,DOWN,Chintamani Dnyanpith,Chintamani Dnyanpith,
637,UP,Chintamani School,Chintamani School,
638,DOWN,Chintamani School,Chintamani School,
639,UP,Chintamani Society,Chintamani Society,
640,DOWN,Chintamani Society,Chintamani Society,
641,UP,Chintamaninagar,Chintamaninagar,
642,DOWN,Chintamaninagar,Chintamaninagar,
643,UP,Chintamaninagar Handewadi Road,Chintamaninagar Handewadi Road,
644,DOWN,Chintamaninagar Handewadi Road,Chintamaninagar Handewadi Road,
645,UP,Chintamaninagar Sasanenagar,Chintamaninagar Sasanenagar,
646,DOWN,Chintamaninagar Sasanenagar,Chintamaninagar Sasanenagar,
647,UP,Chitrashala,Chitrashala,
648,DOWN,Chitrashala,Chitrashala,
649,UP,Choundhe Shala,Choundhe Shala,
650,DOWN,Choundhe Shala,Choundhe Shala,
651,UP,Chovisawadi,Chovisawadi,
652,DOWN,Chovisawadi,Chovisawadi,
653,UP,Chudaman Talim,Chudaman Talim,
654,DOWN,Chudaman Talim,Chudaman Talim,
655,UP,Chutkevasti,Chutkevasti,
656,DOWN,Chutkevasti,Chutkevasti,
657,UP,Cipla Center,Cipla Center,
658,DOWN,Cipla Center,Cipla Center,
659,UP,CIRT,CIRT,
660,DOWN,CIRT,CIRT,
661,UP,CISV,CISV,
662,DOWN,CISV,CISV,
663,UP,City Post,City Post,
664,DOWN,City Post,City Post,
665,UP,Clover Highland Society,Clover Highland Society,
666,DOWN,Clover Highland Society,Clover Highland Society,
667,UP,CNG Pump Corner,CNG Pump Corner,
668,DOWN,CNG Pump Corner,CNG Pump Corner,
669,UP,COD,COD,
670,DOWN,COD,COD,
671,UP,COD Corner,COD Corner,
672,DOWN,COD Corner,COD Corner,
673,UP,COD Depot,COD Depot,
674,DOWN,COD Depot,COD Depot,
675,UP,COEP Hostel,COEP Hostel,
676,DOWN,COEP Hostel,COEP Hostel,
677,UP,Collector Kacheri,Collector Kacheri,
678,DOWN,Collector Kacheri,Collector Kacheri,
679,UP,Colony Number 10,Colony Number 10,
680,DOWN,Colony Number 10,Colony Number 10,
681,UP,Commissioner Bungalow,Commissioner Bungalow,
682,DOWN,Commissioner Bungalow,Commissioner Bungalow,
683,UP,Common Wealth,Common Wealth,
684,DOWN,Common Wealth,Common Wealth,
685,UP,Cores Company,Cores Company,
686,DOWN,Cores Company,Cores Company,
687,UP,Corinthians Club,Corinthians Club,
688,DOWN,Corinthians Club,Corinthians Club,
689,UP,Corporation Bank,Corporation Bank,
690,DOWN,Corporation Bank,Corporation Bank,
691,UP,Council Hall,Council Hall,
692,DOWN,Council Hall,Council Hall,
693,UP,Cummins Chowk,Cummins Chowk,
694,DOWN,Cummins Chowk,Cummins Chowk,
695,UP,CWPRS,CWPRS,
696,DOWN,CWPRS,CWPRS,
697,UP,CWPRS Gate Number 1,CWPRS Gate Number 1,
698,DOWN,CWPRS Gate Number 1,CWPRS Gate Number 1,
699,UP,D2 Circle,D2 Circle,
700,DOWN,D2 Circle,D2 Circle,
701,UP,Daak Bungalow,Daak Bungalow,
702,DOWN,Daak Bungalow,Daak Bungalow,
703,UP,Dabhadevasti Charholi,Dabhadevasti Charholi,
704,DOWN,Dabhadevasti Charholi,Dabhadevasti Charholi,
705,UP,Dabhadevasti Perane Road,Dabhadevasti Perane Road,
706,DOWN,Dabhadevasti Perane Road,Dabhadevasti Perane Road,
707,UP,Dadachi Padal,Dadachi Padal,
708,DOWN,Dadachi Padal,Dadachi Padal,
709,UP,Dagade Patil Farm,Dagade Patil Farm,
710,DOWN,Dagade Patil Farm,Dagade Patil Farm,
711,UP,Dagadevasti,Dagadevasti,
712,DOWN,Dagadevasti,Dagadevasti,
713,UP,Dagadi Nagoba,Dagadi Nagoba,
714,DOWN,Dagadi Nagoba,Dagadi Nagoba,
715,UP,Dagadikhan,Dagadikhan,
716,DOWN,Dagadikhan,Dagadikhan,
717,UP,Dahanukar Colony,Dahanukar Colony,
718,DOWN,Dahanukar Colony,Dahanukar Colony,
719,UP,Dairy Farm,Dairy Farm,
720,DOWN,Dairy Farm,Dairy Farm,
721,UP,Dakshinmukhi Maruti,Dakshinmukhi Maruti,
722,DOWN,Dakshinmukhi Maruti,Dakshinmukhi Maruti,
723,UP,Dalvivasti,Dalvivasti,
724,DOWN,Dalvivasti,Dalvivasti,
725,UP,Damodarnagar,Damodarnagar,
726,DOWN,Damodarnagar,Damodarnagar,
727,UP,Dandekar Pul,Dandekar Pul,
728,DOWN,Dandekar Pul,Dandekar Pul,
729,UP,Dangat Patilnagar,Dangat Patilnagar,
730,DOWN,Dangat Patilnagar,Dangat Patilnagar,
731,UP,Dange Chowk,Dange Chowk,
732,DOWN,Dange Chowk,Dange Chowk,
733,UP,Dapodi,Dapodi,
734,DOWN,Dapodi,Dapodi,
735,UP,Dapodi Mantri Niketan,Dapodi Mantri Niketan,
736,DOWN,Dapodi Mantri Niketan,Dapodi Mantri Niketan,
737,UP,Darshan Hall,Darshan Hall,
738,DOWN,Darshan Hall,Darshan Hall,
739,UP,Dashbhuja Ganpati,Dashbhuja Ganpati,
740,DOWN,Dashbhuja Ganpati,Dashbhuja Ganpati,
741,UP,Date Engineering,Date Engineering,
742,DOWN,Date Engineering,Date Engineering,
743,UP,Date Stop,Date Stop,
744,DOWN,Date Stop,Date Stop,
745,UP,Dattakrupa Mangal Karyalay,Dattakrupa Mangal Karyalay,
746,DOWN,Dattakrupa Mangal Karyalay,Dattakrupa Mangal Karyalay,
747,UP,Dattamandir Jambhulwadi Road,Dattamandir Jambhulwadi Road,
748,DOWN,Dattamandir Jambhulwadi Road,Dattamandir Jambhulwadi Road,
749,UP,Dattamandir Marnewadi Road,Dattamandir Marnewadi Road,
750,UP,Dattamandir Narhe Road,Dattamandir Narhe Road,
751,DOWN,Dattamandir Narhe Road,Dattamandir Narhe Road,
752,UP,Dattamandir Pashan Road,Dattamandir Pashan Road,
753,DOWN,Dattamandir Pashan Road,Dattamandir Pashan Road,
754,UP,Dattamandir Paud Road,Dattamandir Paud Road,
755,DOWN,Dattamandir Paud Road,Dattamandir Paud Road,
756,UP,Dattamandir Shivapurgaon,Dattamandir Shivapurgaon,
757,DOWN,Dattamandir Shivapurgaon,Dattamandir Shivapurgaon,
758,UP,Dattamandir Vimannagar,Dattamandir Vimannagar,
759,DOWN,Dattamandir Vimannagar,Dattamandir Vimannagar,
760,UP,Dattanagar Alandi Road,Dattanagar Alandi Road,
761,DOWN,Dattanagar Alandi Road,Dattanagar Alandi Road,
762,UP,Dattanagar Chinchwad Road,Dattanagar Chinchwad Road,
763,DOWN,Dattanagar Chinchwad Road,Dattanagar Chinchwad Road,
764,UP,Dattanagar Katraj Road,Dattanagar Katraj Road,
765,DOWN,Dattanagar Katraj Road,Dattanagar Katraj Road,
766,UP,Dattanagar Warje Malwadi,Dattanagar Warje Malwadi,
767,DOWN,Dattanagar Warje Malwadi,Dattanagar Warje Malwadi,
768,UP,Dattawadi,Dattawadi,
769,DOWN,Dattawadi,Dattawadi,
770,UP,Dattawadi Kasarsai,Dattawadi Kasarsai,
771,DOWN,Dattawadi Kasarsai,Dattawadi Kasarsai,
772,UP,Dattawadi Mhasoba Chowk,Dattawadi Mhasoba Chowk,
773,DOWN,Dattawadi Mhasoba Chowk,Dattawadi Mhasoba Chowk,
774,UP,Daulat Garden,Daulat Garden,
775,DOWN,Daulat Garden,Daulat Garden,
776,UP,Daulatnagar Dhankawadi Road,Daulatnagar Dhankawadi Road,
777,DOWN,Daulatnagar Dhankawadi Road,Daulatnagar Dhankawadi Road,
778,UP,Daulatnagar Mumbai Pune Bypass,Daulatnagar Mumbai Pune Bypass,
779,DOWN,Daulatnagar Mumbai Pune Bypass,Daulatnagar Mumbai Pune Bypass,
780,UP,Deccan College,Deccan College,
781,DOWN,Deccan College,Deccan College,
782,UP,Deccan College Corner,Deccan College Corner,
783,DOWN,Deccan College Corner,Deccan College Corner,
784,UP,Deccan Corner,Deccan Corner,
785,DOWN,Deccan Corner,Deccan Corner,
786,UP,Deccan Gymkhana,Deccan Gymkhana,
787,DOWN,Deccan Gymkhana,Deccan Gymkhana,
788,UP,Deep Bungalow,Deep Bungalow,
789,DOWN,Deep Bungalow,Deep Bungalow,
790,UP,Defence Colony,Defence Colony,
791,DOWN,Defence Colony,Defence Colony,
792,UP,Dehu Grampanchayat,Dehu Grampanchayat,
793,UP,Dehu Phata,Dehu Phata,
794,DOWN,Dehu Phata,Dehu Phata,
795,UP,Dehuroad Station,Dehu Road Station,
796,DOWN,Dehuroad Station,Dehu Road Station,
797,UP,Dehugaon,Dehugaon,
798,DOWN,Dehugaon,Dehugaon,
799,DOWN,Dehugaon Grampanchayat,Dehugaon Grampanchayat,
800,UP,Dehugaon Phata,Dehugaon Phata,
801,DOWN,Dehugaon Phata,Dehugaon Phata,
802,UP,Dehuroad Bazar,Dehuroad Bazar,
803,DOWN,Dehuroad Bazar,Dehuroad Bazar,
804,UP,Dehuroad Police Lane,Dehuroad Police Lane,
805,DOWN,Dehuroad Police Lane,Dehuroad Police Lane,
806,UP,Delux,Delux,
807,UP,Deshmukhvasti,Deshmukhvasti,
808,DOWN,Deshmukhvasti,Deshmukhvasti,
809,UP,Deshmukhwadi,Deshmukhwadi,
810,DOWN,Deshmukhwadi,Deshmukhwadi,
811,UP,Deshpande Farm,Deshpande Farm,
812,DOWN,Deshpande Farm,Deshpande Farm,
813,UP,Detwayalar Company,Detwayalar Company,
814,DOWN,Detwayalar Company,Detwayalar Company,
815,UP,Devachi Uruli,Devachi Uruli,
816,DOWN,Devachi Uruli,Devachi Uruli,
817,UP,Uruli Devachi Phata,Devachi Uruli Phata,
818,UP,Devachi Uruli Phata,Devachi Uruli Phata,
819,DOWN,Uruli Devachi Phata,Devachi Uruli Phata,
820,DOWN,Devachi Uruli Phata,Devachi Uruli Phata,
821,UP,Devi Indrayani Society,Devi Indrayani Society,
822,DOWN,Devi Indrayani Society,Devi Indrayani Society,
823,UP,Devi Link,Devi Link,
824,DOWN,Devi Link,Devi Link,
825,UP,Devi Link Society,Devi Link Society,
826,DOWN,Devi Link Society,Devi Link Society,
827,UP,Devkar Park,Devkar Park,
828,DOWN,Devkar Park,Devkar Park,
829,UP,Devpari Maharaj Mandir,Devpari Maharaj Mandir,
830,DOWN,Devpari Maharaj Mandir,Devpari Maharaj Mandir,
831,UP,Dhamalevasti Mundhwa,Dhamalevasti Mundhwa,
832,DOWN,Dhamalevasti Mundhwa,Dhamalevasti Mundhwa,
833,UP,Dhamalevasti Nandegaon,Dhamalevasti Nandegaon,
834,DOWN,Dhamalevasti Nandegaon,Dhamalevasti Nandegaon,
835,UP,Dhangar Baba,Dhangar Baba,
836,DOWN,Dhangar Baba,Dhangar Baba,
837,UP,Dhangarvasti,Dhangarvasti,
838,DOWN,Dhangarvasti,Dhangarvasti,
839,UP,Dhankawadi,Dhankawadi,
840,DOWN,Dhankawadi,Dhankawadi,
841,UP,Dhanori Shala,Dhanori Shala,
842,DOWN,Dhanori Shala,Dhanori Shala,
843,UP,Dhanorigaon,Dhanorigaon,
844,DOWN,Dhanorigaon,Dhanorigaon,
845,UP,Dhanwantari Hospital,Dhanwantari Hospital,
846,DOWN,Dhanwantari Hospital,Dhanwantari Hospital,
847,UP,Dharmaraj Chowk,Dharmaraj Chowk,
848,DOWN,Dharmaraj Chowk,Dharmaraj Chowk,
849,UP,Dhawdevasti,Dhawdevasti,
850,DOWN,Dhawdevasti,Dhawdevasti,
851,UP,Dhayareshwar Industries,Dhayareshwar Industries,
852,DOWN,Dhayareshwar Industries,Dhayareshwar Industries,
853,UP,Dhayareshwar Mandir,Dhayareshwar Mandir,
854,DOWN,Dhayareshwar Mandir,Dhayareshwar Mandir,
855,UP,Dhayari Maruti Mandir,Dhayari Maruti Mandir,
856,DOWN,Dhayari Maruti Mandir,Dhayari Maruti Mandir,
857,UP,Dhayari Phata,Dhayari Phata,
858,DOWN,Dhayari Phata,Dhayari Phata,
859,UP,Dhayarigaon,Dhayarigaon,
860,DOWN,Dhayarigaon,Dhayarigaon,
861,UP,Dhere Bungalow,Dhere Bungalow,
862,DOWN,Dhere Bungalow,Dhere Bungalow,
863,UP,Dhole Patil Farm,Dhole Patil Farm,
864,DOWN,Dhole Patil Farm,Dhole Patil Farm,
865,UP,Dhondiba Sutar Bal Udyan,Dhondiba Sutar Bal Udyan,
866,DOWN,Dhondiba Sutar Bal Udyan,Dhondiba Sutar Bal Udyan,
867,UP,Dhorevasti,Dhorevasti,
868,DOWN,Dhorevasti,Dhorevasti,
869,UP,Dhumal Tali,Dhumal Tali,
870,DOWN,Dhumal Tali,Dhumal Tali,
871,UP,Dhumewadi,Dhumewadi,
872,DOWN,Dhumewadi,Dhumewadi,
873,UP,Diamond Company,Diamond Company,
874,DOWN,Diamond Watch Company,Diamond Watch Company,
875,UP,Digambar Marble,Digambar Marble,
876,DOWN,Digambar Marble,Digambar Marble,
877,UP,Dighi,Dighi,
878,DOWN,Dighi,Dighi,
879,UP,Dimpal Chemicals,Dimpal Chemicals,
880,DOWN,Dimpal Chemicals,Dimpal Chemicals,
881,UP,Dislevasti,Dislevasti,
882,DOWN,Dislevasti,Dislevasti,
883,UP,Divegaon,Divegaon,
884,DOWN,Divegaon,Divegaon,
885,UP,Dnyanesh Society,Dnyanesh Society,
886,DOWN,Dnyanesh Society,Dnyanesh Society,
887,UP,Dnyaneshwar Bhint,Dnyaneshwar Bhint,
888,DOWN,Dnyaneshwar Bhint,Dnyaneshwar Bhint,
889,UP,Dnyaneshwar Paduka,Dnyaneshwar Paduka,
890,DOWN,Dnyaneshwar Paduka,Dnyaneshwar Paduka,
891,UP,Dnyaneshwar Society,Dnyaneshwar Society,
892,DOWN,Dnyaneshwar Society,Dnyaneshwar Society,
893,UP,Donajegaon,Donajegaon,
894,DOWN,Donajegaon,Donajegaon,
895,UP,Donajegaon Phata,Donajegaon Phata,
896,DOWN,Donajegaon Phata,Donajegaon Phata,
897,UP,Dongar Matha,Dongar Matha,
898,DOWN,Dongar Matha,Dongar Matha,
899,UP,Dongargaon Phata,Dongargaon Phata,
900,DOWN,Dongargaon Phata,Dongargaon Phata,
901,UP,DP Road,DP Road,
902,DOWN,DP Road,DP Road,
903,UP,DP Road Corner,DP Road Corner,
904,DOWN,DP Road Corner,DP Road Corner,
905,UP,Dr Sayyad Dawakhana,Dr Sayyad Dawakhana,
906,DOWN,Dr Sayyad Dawakhana,Dr Sayyad Dawakhana,
907,UP,Draupada Mangal Karyalay,Draupada Mangal Karyalay,
908,DOWN,Draupada Mangal Karyalay,Draupada Mangal Karyalay,
909,UP,Dreamvilla Society,Dreamvilla Society,
910,DOWN,Dreamvilla Society,Dreamvilla Society,
911,UP,DSK Toyota,DSK Toyota,
912,DOWN,DSK Toyota,DSK Toyota,
913,UP,DSK Vishwa,DSK Vishwa,
914,DOWN,DSK Vishwa,DSK Vishwa,
915,UP,Dudhanevasti,Dudhanevasti,
916,DOWN,Dudhanevasti,Dudhanevasti,
917,UP,Dudulgaon,Dudulgaon,
918,DOWN,Dudulgaon,Dudulgaon,
919,UP,Dugad Farm,Dugad Farm,
920,DOWN,Dugad Farm,Dugad Farm,
921,UP,Durgesh Mandir,Durgesh Mandir,
922,DOWN,Durgesh Mandir,Durgesh Mandir,
923,UP,Durvankur Bungalow,Durvankur Bungalow,
924,UP,Durvankur Mangal Karyalay,Durvankur Mangal Karyalay,
925,DOWN,Durvankur Mangal Karyalay,Durvankur Mangal Karyalay,
926,UP,DY Patil College Akurdi,DY Patil College Akurdi,
927,DOWN,DY Patil College Akurdi,DY Patil College Akurdi,
928,UP,Dy Patil College Vadgaonmawal,Dy Patil College Vadgaonmawal,
929,DOWN,Dy Patil College Vadgaonmawal,Dy Patil College Vadgaonmawal,
930,UP,Dyanda Shala,Dyanda Shala,
931,DOWN,Dyanda Shala,Dyanda Shala,
932,DOWN,E Square,E Square,
933,UP,E Ward Office,E Ward Office,
934,DOWN,E Ward Office,E Ward Office,
935,UP,Eagle Company,Eagle Company,
936,DOWN,Eagle Company,Eagle Company,
937,UP,Electronic Sadan,Electronic Sadan,
938,DOWN,Electronic Sadan,Electronic Sadan,
939,UP,Elpro Company,Elpro Company,
940,DOWN,Elpro Company,Elpro Company,
941,UP,Emcure,EmCure,
942,DOWN,Emcure,EmCure,
943,UP,Empire Estate,Empire Estate,
944,DOWN,Empire Estate,Empire Estate,
945,UP,Employment Office,Employment Office,
946,DOWN,Employment Office,Employment Office,
947,UP,Engineering College,Engineering College,
948,DOWN,Engineering College,Engineering College,
949,UP,ESI Hospital,ESI Hospital,
950,DOWN,ESI Hospital,ESI Hospital,
951,UP,Exide Battery,Exide Battery,
952,DOWN,Exide Battery,Exide Battery,
953,UP,Expanze Society,Expanze Society,
954,DOWN,Expanze Society,Expanze Society,
955,UP,Factory Hospital,Factory Hospital,
956,DOWN,Factory Hospital,Factory Hospital,
957,UP,Fadtarevasti,Fadtarevasti,
958,DOWN,Fadtarevasti,Fadtarevasti,
959,UP,Farm House Khamboli Road,Farm House Khamboli Road,
960,DOWN,Farm House Khamboli Road,Farm House Khamboli Road,
961,UP,Farm House Mulkhed,Farm House Mulkhed,
962,DOWN,Farm House Mulkhed,Farm House Mulkhed,
963,UP,Farshi Karkhana,Farshi Karkhana,
964,DOWN,Farshi Karkhana,Farshi Karkhana,
965,UP,Fatimanagar,Fatimanagar,
966,DOWN,Fatimanagar,Fatimanagar,
967,UP,Fergusson College,Fergusson College,
968,DOWN,Fergusson College,Fergusson College,
969,UP,Film Institute,Film Institute,
970,DOWN,Film Institute,Film Institute,
971,UP,Finolex,Finolex,
972,DOWN,Finolex,Finolex,
973,UP,Forest Office Road,Forest Office Road,
974,DOWN,Forest Office Road,Forest Office Road,
975,UP,Fuel Depot,Fuel Depot,
976,DOWN,Fuel Depot,Fuel Depot,
977,UP,Fujitsu Company,Fujitsu Company,
978,DOWN,Fujitsu Company,Fujitsu Company,
979,UP,Fun Time,Fun Time,
980,DOWN,Fun Time,Fun Time,
981,UP,Fursungi,Fursungi,
982,DOWN,Fursungi,Fursungi,
983,UP,Fursungigaon Phata,Fursungigaon Phata,
984,DOWN,Fursungigaon Phata,Fursungigaon Phata,
985,UP,Futira Complex,Futira Complex,
986,DOWN,Futira Complex,Futira Complex,
987,UP,Gadevasti,Gadevasti,
988,DOWN,Gadevasti,Gadevasti,
989,UP,Gadikhana,Gadikhana,
990,DOWN,Gadikhana,Gadikhana,
991,UP,Gadital,Gadital,
992,DOWN,Gadital,Gadital,
993,UP,Gadkarivasti,Gadkarivasti,
994,DOWN,Gadkarivasti,Gadkarivasti,
995,UP,Gagalwadi,Gagalwadi,
996,DOWN,Gagalwadi,Gagalwadi,
997,UP,Gaikwadvasti Bahuli,Gaikwadvasti Bahuli,
998,DOWN,Gaikwadvasti Bahuli,Gaikwadvasti Bahuli,
999,UP,Gaikwadvasti Nandegaon,Gaikwadvasti Nandegaon,
1000,DOWN,Gaikwadvasti Nandegaon,Gaikwadvasti Nandegaon,
1001,UP,Gaikwadvasti Nasik Road,Gaikwadvasti Nasik Road,
1002,DOWN,Gaikwadvasti Nasik Road,Gaikwadvasti Nasik Road,
1003,UP,Gaikwadvasti Nhavisandas Road,Gaikwadvasti Nhavisandas Road,
1004,DOWN,Gaikwadvasti Nhavisandas Road,Gaikwadvasti Nhavisandas Road,
1005,UP,Gaikwadvasti Shivapurgaon,Gaikwadvasti Shivapurgaon,
1006,DOWN,Gaikwadvasti Shivapurgaon,Gaikwadvasti Shivapurgaon,
1007,UP,Gaikwadwadi,Gaikwadwadi,
1008,DOWN,Gaikwadwadi,Gaikwadwadi,
1009,UP,Gaymukh,Gaimukh,
1010,UP,Gaimukh,Gaimukh,
1011,DOWN,Gaymukh,Gaimukh,
1012,DOWN,Gaimukh,Gaimukh,
1013,UP,Gajanan Maharaj Mandir Alandi Road,Gajanan Maharaj Mandir Alandi Road,
1014,DOWN,Gajanan Maharaj Mandir Alandi Road,Gajanan Maharaj Mandir Alandi Road,
1015,UP,Gajanan Maharaj Mandir Fursungi,Gajanan Maharaj Mandir Fursungi,
1016,DOWN,Gajanan Maharaj Mandir Fursungi,Gajanan Maharaj Mandir Fursungi,
1017,UP,Gajanan Maharajnagar,Gajanan Maharajnagar,
1018,DOWN,Gajanan Maharajnagar,Gajanan Maharajnagar,
1019,UP,Galinde Path,Galinde Path,
1020,DOWN,Galinde Path,Galinde Path,
1021,UP,Gananjay Society,Gananjay Society,
1022,DOWN,Gananjay Society,Gananjay Society,
1023,UP,Gandharvanagari,Gandharvanagari,
1024,DOWN,Gandharvanagari,Gandharvanagari,
1025,UP,Gandhi Acid Company,Gandhi Acid Company,
1026,DOWN,Gandhi Acid Company,Gandhi Acid Company,
1027,UP,Gandhi Bhavan Phata,Gandhi Bhavan Phata,
1028,DOWN,Gandhi Bhavan Phata,Gandhi Bhavan Phata,
1029,UP,Gandhi Training College,Gandhi Training College,
1030,DOWN,Gandhi Training College,Gandhi Training College,
1031,UP,Gandhinagar,Gandhinagar,
1032,DOWN,Gandhinagar,Gandhinagar,
1033,UP,Ganesh Garden,Ganesh Garden,
1034,DOWN,Ganesh Garden,Ganesh Garden,
1035,UP,Ganeshmala,Ganesh Mala,
